tc_id,source_file,original_entry_detail,extracted_token,disposition,proposed_normalized_step,proposed_keycode,confidence,rationale,required_decision,device_pilot_eligible,executable
ALTBASIC_MSG_075,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메시지 > 더보기 > 휴지통 focus > Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_MSG_076,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 focus > press_key:Press Ok,메시지,FREE_TEXT_DISCOVERY,navigate:<메시지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_MSG_076,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 focus > press_key:Press Ok,더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_076,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 focus > press_key:Press Ok,설정 focus,NOT_A_KEY,(reclassify) 설정 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_076,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 focus > press_key:Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_MSG_080,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 멀티미디어 메시지(MMS),메시지,FREE_TEXT_DISCOVERY,navigate:<메시지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_MSG_080,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 멀티미디어 메시지(MMS),더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_080,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 멀티미디어 메시지(MMS),설정,NOT_A_KEY,(reclassify) 설정,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_080,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 멀티미디어 메시지(MMS),멀티미디어 메시지(MMS),FREE_TEXT_DISCOVERY,(bare):<멀티미디어 메시지(MMS)>,,low,unresolved free-text body,manifest_rewrite,False,True
ALTBASIC_MSG_081,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 알림,메시지,FREE_TEXT_DISCOVERY,navigate:<메시지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_MSG_081,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 알림,더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_081,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 알림,설정,NOT_A_KEY,(reclassify) 설정,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_081,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 알림,알림,NOT_A_KEY,(reclassify) 알림,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_082,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 메시지 글꼴 크기,메시지,FREE_TEXT_DISCOVERY,navigate:<메시지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_MSG_082,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 메시지 글꼴 크기,더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_082,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 메시지 글꼴 크기,설정,NOT_A_KEY,(reclassify) 설정,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_082,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 메시지 글꼴 크기,메시지 글꼴 크기,NOT_A_KEY,(reclassify) 메시지 글꼴 크기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_002,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 연락처 실행,연락처 실행,FREE_TEXT_DISCOVERY,navigate:<연락처 실행>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CNT_003,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > Press Up,새 연락처 만들기 focus,NOT_A_KEY,(reclassify) 새 연락처 만들기 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_003,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > Press Up,Press Up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CNT_004,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 연락처 메뉴 focus > Press Right,연락처 메뉴 focus,NOT_A_KEY,(reclassify) 연락처 메뉴 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_004,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 연락처 메뉴 focus > Press Right,Press Right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CNT_005,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 연락처 추가하기 버튼(+) focus > Press Right,연락처 추가하기 버튼(+) focus,NOT_A_KEY,(reclassify) 연락처 추가하기 버튼(+) focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_005,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 연락처 추가하기 버튼(+) focus > Press Right,Press Right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CNT_006,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,"press_key:1. 메뉴, 연락처 추가하기, 검색 버튼 focus > Press Down","메뉴, 연락처 추가하기, 검색 버튼 focus",NOT_A_KEY,"(reclassify) 메뉴, 연락처 추가하기, 검색 버튼 focus",,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_006,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,"press_key:1. 메뉴, 연락처 추가하기, 검색 버튼 focus > Press Down",Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_048,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 사진 찍기 focus > Press Down,사진 찍기 focus,NOT_A_KEY,(reclassify) 사진 찍기 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_048,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 사진 찍기 focus > Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_049,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 사진 변경 focus > Press Down,사진 변경 focus,NOT_A_KEY,(reclassify) 사진 변경 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_049,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 사진 변경 focus > Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_050,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 이름 입력칸 focus > Press Right,이름 입력칸 focus,NOT_A_KEY,(reclassify) 이름 입력칸 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_050,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 이름 입력칸 focus > Press Right,Press Right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CNT_053,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 이름 입력칸 focus > Press Down,이름 입력칸 focus,NOT_A_KEY,(reclassify) 이름 입력칸 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_053,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 이름 입력칸 focus > Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_054,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 전화 번호 입력칸 focus > Press Down,전화 번호 입력칸 focus,NOT_A_KEY,(reclassify) 전화 번호 입력칸 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_054,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 전화 번호 입력칸 focus > Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_055,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메일 입력칸 focus > Press Down,메일 입력칸 focus,NOT_A_KEY,(reclassify) 메일 입력칸 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_055,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메일 입력칸 focus > Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_057,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,True,True
ALTBASIC_CNT_065,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:그룹 만들기 텍스트 입력창 focus > Press Down,그룹 만들기 텍스트 입력창 focus,NOT_A_KEY,(reclassify) 그룹 만들기 텍스트 입력창 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_065,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:그룹 만들기 텍스트 입력창 focus > Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:메뉴 focus > Press Right,메뉴 focus,NOT_A_KEY,(reclassify) 메뉴 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:메뉴 focus > Press Right,Press Right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CNT_069,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:추가 focus > Press Right,추가 focus,NOT_A_KEY,(reclassify) 추가 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_069,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:추가 focus > Press Right,Press Right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CNT_070,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,"press_key:메뉴, 추가, 더보기 focus > Press Down","메뉴, 추가, 더보기 focus",NOT_A_KEY,"(reclassify) 메뉴, 추가, 더보기 focus",,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_070,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,"press_key:메뉴, 추가, 더보기 focus > Press Down",Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CNT_072,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:뒤로가기 focus > Press Right,뒤로가기 focus,NOT_A_KEY,(reclassify) 뒤로가기 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_072,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:뒤로가기 focus > Press Right,Press Right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CNT_077,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 내 정보 focus > Press Up/Down,내 정보 focus,NOT_A_KEY,(reclassify) 내 정보 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_077,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 내 정보 focus > Press Up/Down,Press Up/Down,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CNT_079,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 내부 저장소 focus > Press Up,내부 저장소 focus,NOT_A_KEY,(reclassify) 내부 저장소 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CNT_079,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 내부 저장소 focus > Press Up,Press Up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_130,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키,카메라,NOT_A_KEY,(reclassify) 카메라,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_130,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_130,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키,아무 방향키,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CAM_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키,카메라,NOT_A_KEY,(reclassify) 카메라,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키,아무 방향키,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CAM_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_132,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키,카메라,FREE_TEXT_DISCOVERY,navigate:<카메라>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAM_132,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_132,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키,아무 방향키,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CAM_132,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_132,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키,UP방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키,카메라,FREE_TEXT_DISCOVERY,navigate:<카메라>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAM_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키,아무 방향키,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CAM_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키,UP방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,카메라,FREE_TEXT_DISCOVERY,navigate:<카메라>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,아무 방향키,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,UP방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,Right 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CAM_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키,카메라,FREE_TEXT_DISCOVERY,navigate:<카메라>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAM_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키,아무 방향키,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CAM_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키,UP방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키,UP방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,카메라,FREE_TEXT_DISCOVERY,navigate:<카메라>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,아무 방향키,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,UP 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,UP방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,UP방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,Right 방향키,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CAM_137,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키 > press_key:Down 방향키,카메라,FREE_TEXT_DISCOVERY,navigate:<카메라>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAM_137,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키 > press_key:Down 방향키,사진,NOT_A_KEY,(reclassify) 사진,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
